Input,Typos,BroadOptions,ThreeOptions
woman,woamn,female,female
woman,womna,female,female
woman,wwoman,female,female
woman,wooman,female,female
woman,womman,female,female
woman,womaan,female,female
woman,womann,female,female
cis female,is female,female,female
cis female,cs female,female,female
cis female,ci female,female,female
cis female,cisfemale,female,female
cis female,cis emale,female,female
cis female,cis fmale,female,female
cis female,cis feale,female,female
cis female,cis femle,female,female
cis female,cis femae,female,female
cis female,cis femal,female,female
cis female,vis female,female,female
cis female,fis female,female,female
cis female,dis female,female,female
cis female,xis female,female,female
cis female,cus female,female,female
cis female,cjs female,female,female
cis female,cks female,female,female
cis female,cls female,female,female
cis female,cos female,female,female
cis female,c9s female,female,female
cis female,c8s female,female,female
cis female,cia female,female,female
cis female,ciz female,female,female
cis female,cix female,female,female
cis female,cid female,female,female
cis female,cie female,female,female
cis female,ciw female,female,female
cis female,cis demale,female,female
cis female,cis cemale,female,female
cis female,cis vemale,female,female
cis female,cis gemale,female,female
cis female,cis temale,female,female
cis female,cis remale,female,female
cis female,cis fwmale,female,female
cis female,cis fsmale,female,female
cis female,cis fdmale,female,female
cis female,cis ffmale,female,female
cis female,cis frmale,female,female
cis female,cis f4male,female,female
cis female,cis f3male,female,female
cis female,cis fekale,female,female
cis female,cis fejale,female,female
cis female,cis fenale,female,female
cis female,cis femzle,female,female
cis female,cis femxle,female,female
cis female,cis femsle,female,female
cis female,cis femwle,female,female
cis female,cis femqle,female,female
cis female,cis femake,female,female
cis female,cis femape,female,female
cis female,cis femaoe,female,female
cis female,cis female,female,female
cis female,cis femalw,female,female
cis female,cis femals,female,female
cis female,cis femald,female,female
cis female,cis femalf,female,female
cis female,cis femalr,female,female
cis female,cis femal4,female,female
cis female,cis femal3,female,female
cis female,ics female,female,female
cis female,csi female,female,female
cis female,ci sfemale,female,female
cis female,cisf emale,female,female
cis female,cis efmale,female,female
cis female,cis fmeale,female,female
cis female,cis feamle,female,female
cis female,cis femlae,female,female
cis female,cis femael,female,female
cis female,ccis female,female,female
cis female,ciis female,female,female
cis female,ciss female,female,female
cis female,cis  female,female,female
cis female,cis ffemale,female,female
cis female,cis feemale,female,female
cis female,cis femmale,female,female
cis female,cis femaale,female,female
cis female,cis femalle,female,female
cis female,cis femalee,female,female
female,famela,female,female
cis male,is male,male,male
cis male,cs male,male,male
cis male,ci male,male,male
cis male,cismale,male,male
cis male,cis ale,male,male
cis male,cis mle,male,male
cis male,cis mae,male,male
cis male,cis mal,male,male
cis male,vis male,male,male
cis male,fis male,male,male
cis male,dis male,male,male
cis male,xis male,male,male
cis male,cus male,male,male
cis male,cjs male,male,male
cis male,cks male,male,male
cis male,cls male,male,male
cis male,cos male,male,male
cis male,c9s male,male,male
cis male,c8s male,male,male
cis male,cia male,male,male
cis male,ciz male,male,male
cis male,cix male,male,male
cis male,cid male,male,male
cis male,cie male,male,male
cis male,ciw male,male,male
cis male,cis kale,male,male
cis male,cis jale,male,male
cis male,cis nale,male,male
cis male,cis mzle,male,male
cis male,cis mxle,male,male
cis male,cis msle,male,male
cis male,cis mwle,male,male
cis male,cis mqle,male,male
cis male,cis make,male,male
cis male,cis mape,male,male
cis male,cis maoe,male,male
cis male,cis male,male,male
cis male,cis malw,male,male
cis male,cis mals,male,male
cis male,cis mald,male,male
cis male,cis malf,male,male
cis male,cis malr,male,male
cis male,cis mal4,male,male
cis male,cis mal3,male,male
cis male,ics male,male,male
cis male,csi male,male,male
cis male,ci smale,male,male
cis male,cism ale,male,male
cis male,cis amle,male,male
cis male,cis mlae,male,male
cis male,cis mael,male,male
cis male,ccis male,male,male
cis male,ciis male,male,male
cis male,ciss male,male,male
cis male,cis  male,male,male
cis male,cis mmale,male,male
cis male,cis maale,male,male
cis male,cis malle,male,male
cis male,cis malee,male,male
fem ,fem,female,female
femaiil,femaiil,female,female
femaile,femaile,female,female
female (cisgender),female (cisgender),female,female
male (cisgender),male (cisgender),male,male
femalep,femalep,female,female
feminine,feminine,female,female
g,g,female,female
maill,maill,male,male
malae,malae,male,male
nb,nb,non-binary,non-binary
enby,enby,non-binary,non-binary
